"0,1153941154"
"0,1122701168"
"0,09958100319"
"0,2344310284"
"0,1056931019"
"0,1146490574"
"0,1071529388"
"0,1122961044"
"0,09751391411"
"0,1019608974"
"0,1105790138"
"0,1332638264"
"0,1718900204"
"0,1091878414"
"0,1032049656"
"0,09319019318"
"0,1042580605"
"0,10597682"
"0,1087741852"
"0,1262648106"
"0,118642807"
"0,09973788261"
"0,1039998531"
"0,09680199623"
"0,1056079865"
"0,1229350567"
"0,1150488853"
"0,1017282009"
"0,1063709259"
"0,1068890095"
"0,1093878746"
"0,09854602814"
"0,1015889645"
"0,09907197952"
"0,1066188812"
"0,09831690788"
"0,1270020008"
"0,1101629734"
"0,1094548702"
"0,1066598892"
"0,1052558422"
"0,1004550457"
"0,1104810238"
"0,1011059284"
"0,102768898"
"0,09557008743"
"0,1245670319"
"0,09797883034"
"0,1243159771"
"0,09669017792"
"0,1041591167"
"0,1047921181"
"0,102460146"
"0,1392521858"
"0,1038358212"
"0,1073298454"
"0,1186339855"
"0,1024179459"
"0,1254138947"
"0,1054670811"
"0,1093440056"
"0,1111938953"
"0,1112599373"
"0,100274086"
"0,1098499298"
"0,1111469269"
"0,113932848"
"0,1180388927"
"0,1072320938"
"0,1024918556"
"0,1484470367"
"0,1016671658"
"0,1088798046"
"0,12261796"
"0,1403210163"
"0,1439800262"
"0,09701704979"
"0,1290559769"
"0,1355648041"
"0,1040070057"
"0,1000499725"
"0,1249639988"
"0,1388671398"
"0,107681036"
"0,1366341114"
"0,107984066"
"0,106482029"
"0,09892201424"
"0,1245148182"
"0,1092278957"
"0,1072440147"
"0,1096820831"
"0,1197741032"
"0,1233680248"
"0,1073689461"
"0,1132290363"
"0,1020271778"
"0,1021959782"
"0,1248149872"
"0,1560730934"
"0,1006629467"
"0,1343309879"
"0,1092059612"
"0,112749815"
"0,1389739513"
"0,098320961"
"0,150042057"
"0,1033267975"
"0,1236560345"
"0,1157140732"
"0,1125450134"
"0,11353302"
"0,1311171055"
"0,1013529301"
"0,08736991882"
"0,1825540066"
"0,1103031635"
"0,1084840298"
"0,144299984"
"0,1223311424"
"0,1111650467"
"0,1045589447"
"0,1155161858"
"0,1174030304"
"0,1258859634"
"0,1343078613"
"0,131829977"
"0,1034660339"
"0,1043720245"
"0,09991598129"
"0,1139769554"
"0,1020169258"
"0,1053111553"
"0,1096110344"
"0,1304271221"
"0,08725309372"
"0,1415328979"
"0,09883022308"
"0,09972715378"
"0,1036119461"
"0,09417915344"
"0,09803509712"
"0,1095080376"
"0,1035561562"
"0,1049559116"
"0,09754610062"
"0,1083030701"
"0,120445013"
"0,1039099693"
"0,1107060909"
"0,1352381706"
"0,1020958424"
"0,1030981541"
"0,09978890419"
"0,09896612167"
"0,1358339787"
"0,1170740128"
"0,1013379097"
"0,1275429726"
"0,1299340725"
"0,1053051949"
"0,1022369862"
"0,09842300415"
"0,1011049747"
"0,09216594696"
"0,09297800064"
"0,1195659637"
"0,1085031033"
"0,09747004509"
"0,08893799782"
"0,105175972"
"0,103853941"
"0,1499958038"
"0,1043670177"
"0,1010129452"
"0,1019790173"
"0,09703612328"
"0,1096041203"
"0,1405808926"
"0,09702992439"
"0,09773898125"
"0,09688997269"
"0,1138160229"
"0,1039819717"
"0,1105139256"
"0,1005110741"
"0,09254407883"
"0,1020431519"
"0,1094391346"
"0,1053080559"
"0,09859704971"
"0,1005110741"
"0,1021649837"
"0,1319291592"
"0,1005470753"
"0,1001729965"
"0,1172599792"
"0,105134964"
"0,0975189209"
"0,1083960533"